DATE_TIME,CO,NO2,SO2,CH4
2025-09-01 00:00:00,736.7182020405162,51.41348797270977,35.494274630684785,2120.150058121366
2025-09-01 01:00:00,1716.2143208968575,42.98631153578781,35.360271094799145,2626.5649449285247
2025-09-01 02:00:00,,45.12793306571998,41.7960858306913,3289.472433572785
2025-09-01 03:00:00,1117.7194231349622,66.1691743542136,,1657.535253716507
2025-09-01 04:00:00,,8.81178935698621,26.576440206286623,1552.8629104045567
2025-09-01 05:00:00,365.1906845715445,60.46807891425356,5.790791105371293,1370.120198740849
2025-09-01 06:00:00,198.7421406859391,80.72727702447351,21.2017159421192,2064.0499464643012
2025-09-01 07:00:00,1572.4994478173899,6.143149534767909,35.65445044431235,2009.0198018635188
2025-09-01 08:00:00,1121.895519963455,13.51814719179634,2.2199142895213644,2204.721345133152
2025-09-01 09:00:00,1303.7233822532774,64.78024236648079,3.503047287670559,2356.9510648499927
2025-09-01 10:00:00,134.99364030286415,39.91806669377097,3.9549424248441385,2891.4303874639545
2025-09-01 11:00:00,1748.8467486753902,36.91582725241827,33.16557336644568,2123.4381199607888
2025-09-01 12:00:00,1515.152489360717,13.190030474436991,23.05133165677957,1994.2875296585905
2025-09-01 13:00:00,460.97648815306945,46.10253362388314,17.23150951490612,3036.4455225452166
2025-09-01 14:00:00,409.10244425207105,12.262532696477574,5.647149991516383,3084.5730083726785
2025-09-01 15:00:00,411.7876667508375,43.419220611638096,33.21857100905912,1788.8085250160416
2025-09-01 16:00:00,617.2118130312141,68.96176160758745,15.124871664239585,1960.8108276937473
2025-09-01 17:00:00,992.0859337748043,23.985527851957553,12.674259082845357,3032.7443789111853
2025-09-01 18:00:00,834.3065316915968,43.78996896799573,29.702044868356243,1466.757313025306
2025-09-01 19:00:00,595.0895383366712,89.28942127631838,25.59647927426104,1984.2782388205496
2025-09-01 20:00:00,1140.1499210280451,62.11188767850931,16.94606823978527,2241.5352247858086
2025-09-01 21:00:00,337.1395631084711,75.88075264616268,29.225448715445875,1692.8503919211992
2025-09-01 22:00:00,596.6459025098709,37.92143698388857,12.9337468969012,1677.819812882466
2025-09-01 23:00:00,722.8151335992759,69.33962215820112,35.97253151059038,2192.21032182841
2025-09-02 00:00:00,875.3189731689611,4.605316391777643,11.090033813536772,2884.495621943197
2025-09-02 01:00:00,1434.799134368123,11.939095246259804,7.988858596808688,3064.489257050018
2025-09-02 02:00:00,439.44542966921153,19.07328276988553,35.4273340179505,3356.393694325964
2025-09-02 03:00:00,974.1985453031398,36.773721290754544,32.14724935070906,1455.36650519261
2025-09-02 04:00:00,1107.104767065472,76.27129417099292,9.036114930879132,1755.0326224065846
2025-09-02 05:00:00,178.96570162399613,31.817678520125813,6.1148131183572705,2888.9226690068153
2025-09-02 06:00:00,1132.8262482324453,59.261286222876194,37.88955989341445,
2025-09-02 07:00:00,389.8910102683956,64.12897223751003,35.17033321665427,1988.1275253210783
2025-09-02 08:00:00,210.58770807497518,53.17022951386239,15.399324442785225,1731.7382886192113
2025-09-02 09:00:00,1713.1054133306666,32.79453516714212,29.960685961388133,1889.0028584491408
2025-09-02 10:00:00,,52.35774741250544,6.463048208103675,2201.506795631999
2025-09-02 11:00:00,1474.275491797984,31.461637758287413,23.310096998097837,1672.0175609626688
2025-09-02 12:00:00,617.8434075947301,8.464762731129074,1.8241328506584744,3324.8745073411765
2025-09-02 13:00:00,266.04259381085257,89.35955405855528,18.23048276054844,1525.9357336597361
2025-09-02 14:00:00,1263.1961450706667,12.319238373293471,4.293084144741824,3369.71261242736
2025-09-02 15:00:00,848.2592393573223,7.439006161409104,21.90647592690283,3067.9759006014124
2025-09-02 16:00:00,307.464999236124,79.18923667943687,19.55399246152735,2188.618396778852
2025-09-02 17:00:00,941.8007471891593,27.863284819467665,20.552941172074465,2853.6143022152414
2025-09-02 18:00:00,158.46048589587127,58.87643069254218,2.994577290111739,2710.1820117624106
2025-09-02 19:00:00,1645.8446835339296,30.281509939938722,16.911119016400626,1747.902527692755
2025-09-02 20:00:00,539.9259687200288,35.83943010070793,34.28528936039633,2012.0471808497873
2025-09-02 21:00:00,1226.2878834017692,24.32805450949489,17.232232427559286,2377.557381891462
2025-09-02 22:00:00,629.9088293519986,31.530916515577907,32.46756591482155,2639.4727777642265
2025-09-02 23:00:00,984.1156360022784,37.55233565220234,17.257063839884264,2440.079460848905
2025-09-03 00:00:00,1029.4074748835756,65.11703014921852,19.622535425568202,2293.273668113595
2025-09-03 01:00:00,414.25257439339595,46.52672128689647,25.811252964487707,2230.6197742552904
2025-09-03 02:00:00,1748.2938671997495,84.97730432697095,42.83000521951163,2346.3554485195377
2025-09-03 03:00:00,1417.7257997138947,4.7273550516510205,5.789859652452828,2212.1381916765376
2025-09-03 04:00:00,1697.1482006591216,45.773080714250504,2.448205821091642,2436.7931628460037
2025-09-03 05:00:00,1621.206495727003,52.99600620602291,27.750116087641988,3164.769127998
2025-09-03 06:00:00,1116.4299639788446,82.89753176061038,42.76027191285076,2628.941557414684
2025-09-03 07:00:00,1667.1861995392985,5.375108602307055,44.54781783240745,2817.5038374759342
2025-09-03 08:00:00,250.43725348826314,52.041463059234225,22.30322688524808,2554.714580834631
2025-09-03 09:00:00,433.17086611254683,,21.59559132774433,2650.3371330694044
2025-09-03 10:00:00,176.8863911479147,22.531567802612056,29.378405912788633,2514.5346397411786
2025-09-03 11:00:00,653.0615622975494,78.99001901863043,25.44792931701867,1356.4196966112288
2025-09-03 12:00:00,760.7513924721194,2.694863425411972,28.899874535021198,3399.1566026200417
2025-09-03 13:00:00,561.293354015623,66.18846199290195,39.455974723667346,1370.579404447083
2025-09-03 14:00:00,1508.85376555828,84.04707668401012,33.83747145745481,2129.8108172906727
2025-09-03 15:00:00,706.4806553791018,59.490591885965536,22.862605234219004,1520.7429244277603
2025-09-03 16:00:00,577.5886664685472,40.07360271425987,21.322036196007463,1503.5497459259582
2025-09-03 17:00:00,1022.5833413690224,4.994410466071905,29.142476934577104,2966.4065985164157
2025-09-03 18:00:00,339.5711824570965,82.89012938571396,21.05107651449309,2194.4441366519613
2025-09-03 19:00:00,1463.7348672818675,42.856363819550154,21.142291455688152,2982.3912874274065
2025-09-03 20:00:00,226.7360942556104,3.5807102458993727,1.717459678606212,1872.8515884297462
2025-09-03 21:00:00,1777.7077922208794,62.39407534825981,8.658822045921571,1838.571862793093
2025-09-03 22:00:00,1412.8161078043177,43.883515568286974,22.49460015981313,1827.5859018103706
2025-09-03 23:00:00,437.81665860809306,12.066733252374554,37.196752198216245,2593.9058154566305
2025-09-04 00:00:00,109.38759911012409,20.070191028613102,13.263988295993462,3011.49871867576
2025-09-04 01:00:00,1486.2844283732181,6.739670560570318,23.99631105777056,2249.7481211580052
2025-09-04 02:00:00,1301.657484540949,52.11212503406305,16.178331729406217,2096.4226703462728
2025-09-04 03:00:00,1339.3121856696785,56.360623653428824,5.611375539741918,3344.5170638234636
2025-09-04 04:00:00,1411.1595893661079,46.01106455363455,43.16513325513723,1545.1834756244416
2025-09-04 05:00:00,225.8759079479536,73.72208983723273,38.605650291013276,2321.9286322942744
2025-09-04 06:00:00,709.3917385252635,77.62978509641322,4.453666676543882,2157.824281681012
2025-09-04 07:00:00,296.97740119272055,55.79057130479827,32.67063954860453,1506.0658528324698
2025-09-04 08:00:00,1567.275823988509,2.1353266939613187,16.29351579173001,1863.2207603852603
2025-09-04 09:00:00,1159.6068156068484,62.87543936154847,44.773391510718874,1359.7265464161353
2025-09-04 10:00:00,662.5266422495037,38.20193030591129,14.305534872475018,3141.6040068642096
2025-09-04 11:00:00,208.0491954862402,51.33461600714844,11.504491595954397,2576.4840108798426
