DATE_TIME,pollutant_clean
2025-09-01,148.4061850127648
2025-09-02,148.4061850127648
2025-09-03,148.4061850127648
2025-09-04,391.5868155826752
2025-09-05,1264.9708688854314
2025-09-06,1517.6246664813302
2025-09-07,621.8425734428042
2025-09-08,1619.1422354617755
2025-09-09,1326.624565006118
2025-09-10,422.89622214815455
2025-09-11,1042.1869049121383
2025-09-12,698.624321845244
2025-09-13,409.21708452213375
2025-09-14,1435.52299516941
2025-09-15,1741.3214781003478
2025-09-16,495.0012250850932
2025-09-17,242.05443722768425
2025-09-18,1126.0323178950714
2025-09-19,1339.2876873889502
2025-09-20,569.6060084453468
2025-09-21,1265.020758926303
2025-09-22,723.722236275592
2025-09-23,182.42371362488095
2025-09-24,334.3777038555804
2025-09-25,417.8446244344658
2025-09-26,1790.340431961965
2025-09-27,985.1311743644436
2025-09-28,1083.9422103082088
2025-09-29,1349.1923990579492
2025-09-30,1021.335012790309
2025-10-01,1652.3610480488069
2025-10-02,1473.4642566794591
2025-10-03,785.0963121794385
2025-10-04,707.2813827953394
2025-10-05,1719.8904150084843
2025-10-06,684.1736824173518
2025-10-07,1570.6696877411575
2025-10-08,1511.4721107379548
2025-10-09,1014.8744637208476
2025-10-10,1668.19793336428
2025-10-11,265.14901560052647
2025-10-12,274.8407383732741
2025-10-13,1292.5624026829037
2025-10-14,1613.815777518333
2025-10-15,371.2525115269469
2025-10-16,568.4733263248211
2025-10-17,1243.2356004165697
2025-10-18,379.3153108342894
2025-10-19,1292.3309322354469
2025-10-20,928.9798777497376
2025-10-21,1257.15220589981
2025-10-22,986.6319269539608
2025-10-23,173.7743805379434
2025-10-24,480.692225953362
2025-10-25,1077.848647675622
2025-10-26,304.7372222163971
2025-10-27,950.1984134613484
2025-10-28,334.61626604012315
2025-10-29,189.77428185175256
2025-10-30,403.0707683114578
2025-10-31,852.0258235716661
2025-11-01,1591.898451866979
2025-11-02,1713.7490192748298
2025-11-03,912.884608542268
2025-11-04,883.902881886939
2025-11-05,1183.391352729507
2025-11-06,651.833593943813
2025-11-07,299.88275814758987
2025-11-08,186.8716938728168
2025-11-09,1184.019709790303
2025-11-10,1480.8520213489794
2025-11-11,1239.4427145671807
2025-11-12,1208.005095909828
2025-11-13,821.7672040550335
2025-11-14,1216.212071539194
2025-11-15,455.5745480635722
2025-11-16,1221.8716820741845
2025-11-17,1000.3597778801244
2025-11-18,1372.4846287458372
2025-11-19,259.38665497773854
2025-11-20,1433.6871449586129
2025-11-21,1268.3114638803706
2025-11-22,1281.6334440637722
2025-11-23,944.6730833144612
2025-11-24,1758.1139159580343
2025-11-25,445.9969550225858
2025-11-26,608.3346964097798
2025-11-27,487.0150177501285
2025-11-28,181.88710525142343
2025-11-29,1636.7513076694402
2025-11-30,236.1760157460257
2025-12-01,1132.2676620363666
2025-12-02,1172.4393961735725
2025-12-03,742.5012842238843
2025-12-04,122.5097188468741
2025-12-05,1531.7730001465736
2025-12-06,754.3941683061554
2025-12-07,1037.8319366298024
2025-12-08,1307.9148381080363
2025-12-09,1247.97404622235
2025-12-10,1280.759930113157
2025-12-11,1040.911944178085
2025-12-12,801.0639582430131
2025-12-13,507.6446414181278
2025-12-14,1747.0211595253377
2025-12-15,590.5469129452993
2025-12-16,350.4297415798875
2025-12-17,319.8787477505383
2025-12-18,1704.8952857840172
2025-12-19,697.4382496724795
2025-12-20,1347.0649423856455
2025-12-21,1653.6121955005706
2025-12-22,1291.6787401639488
2025-12-23,760.5031624811913
2025-12-24,1701.8407910577346
2025-12-25,1352.0352631553594
2025-12-26,505.3894595905881
2025-12-27,1500.4153380593275
2025-12-28,1393.0428568098637
2025-12-29,771.0054258632495
2025-12-30,440.31945940800273
2025-12-31,1311.4140045467857
2026-01-01,1537.0251248414288
2026-01-02,726.6991198078881
2026-01-03,842.866202314003
2026-01-04,706.2160292578038
2026-01-05,507.5535916228847
2026-01-06,1210.742840128623
2026-01-07,763.7466413295765
2026-01-08,1218.2311304251946
2026-01-09,715.8647035887236
2026-01-10,706.0534236458997
2026-01-11,431.9277208113308
2026-01-12,1778.4316759033693
2026-01-13,139.6193370776559
2026-01-14,1031.736757955593
2026-01-15,1053.5434204753185
2026-01-16,227.0829690176006
2026-01-17,1616.8607152613436
2026-01-18,288.0589496155659
2026-01-19,1163.8148667557932
2026-01-20,271.44435147847105
2026-01-21,1308.449741561148
2026-01-22,1598.2601587153138
2026-01-23,1281.992937184375
2026-01-24,552.4935883236465
2026-01-25,1646.9384597807475
2026-01-26,1085.3512161957483
2026-01-27,711.4677214150805
2026-01-28,614.9861914198727
2026-01-29,518.5046614246648
2026-01-30,1426.754979334308
2026-01-31,177.36642396912853
2026-02-01,1604.5700205275368
2026-02-02,569.9160752567947
2026-02-03,1087.571482047369
2026-02-04,1648.125846560309
2026-02-05,1787.404778980178
2026-02-06,205.7808673912965
2026-02-07,1678.4184439195326
2026-02-08,979.1730305484
2026-02-09,1004.477936941446
2026-02-10,1029.782843334492
2026-02-11,549.0747707431074
2026-02-12,1200.2629173628986
2026-02-13,887.0751739538179
2026-02-14,1172.7121585135671
2026-02-15,969.1017092825444
2026-02-16,478.04750591180033
2026-02-17,1348.642160988359
2026-02-18,1459.4243225454843
2026-02-19,1590.2568198630547
2026-02-20,614.4604630310682
2026-02-21,1135.7618306151458
2026-02-22,244.5018420925902
2026-02-23,642.6023042860008
2026-02-24,1486.3486690327966
2026-02-25,1583.0909155025238
2026-02-26,1614.2028386391798
2026-02-27,1272.8468338822408
2026-02-28,1032.5393985360704
2026-03-01,792.2319631898998
2026-03-02,376.4374899222849
2026-03-03,412.9548762067668
2026-03-04,480.4110575192431
2026-03-05,102.02072403906452
2026-03-06,485.5288711155352
2026-03-07,1682.665008413629
2026-03-08,1355.4815395930557
2026-03-09,1659.711241558897
2026-03-10,1125.9465338293874
2026-03-11,872.5132200071027
2026-03-12,632.9141203470198
2026-03-13,747.6691750211426
2026-03-14,1192.7804203032154
2026-03-15,1471.1052657072482
2026-03-16,321.8971340458607
2026-03-17,1341.9607156508891
2026-03-18,109.24479579077986
2026-03-19,1206.1242496732416
2026-03-20,823.610563972888
2026-03-21,441.09687827253447
2026-03-22,1172.919261566711
2026-03-23,130.2451394279661
2026-03-24,1525.536131957342
2026-03-25,993.4282240550754
2026-03-26,730.5944409986871
2026-03-27,823.7741939883747
2026-03-28,550.6620939381157
2026-03-29,858.8929501734726
2026-03-30,1770.5105012992085
2026-03-31,1378.4921231587134
2026-04-01,985.574530049276
2026-04-02,886.0503615548268
2026-04-03,214.67639444758865
2026-04-04,1158.8276294508537
2026-04-05,1323.3530577669
2026-04-06,866.251108502183
2026-04-07,1264.121542799516
2026-04-08,1345.3714330576283
2026-04-09,354.6681391586661
2026-04-10,960.5898708815545
2026-04-11,1566.511602604443
2026-04-12,119.7550876028395
2026-04-13,1459.8548801640754
2026-04-14,1720.9335909305687
2026-04-15,278.80639426812814
2026-04-16,561.5107431542378
2026-04-17,844.2150920403476
2026-04-18,1155.1831835920864
2026-04-19,727.5925012619529
2026-04-20,772.0545094648178
2026-04-21,624.5713100332517
2026-04-22,1106.539821505421
2026-04-23,414.1509219686265
2026-04-24,1744.6561977423162
2026-04-25,1595.156280428692
2026-04-26,303.1839268911136
2026-04-27,1273.1488137654703
2026-04-28,1636.806504860789
2026-04-29,1127.019363007209
2026-04-30,935.393197711624
2026-05-01,1448.3588523151152
2026-05-02,400.9421975543233
2026-05-03,681.4502765759809
2026-05-04,534.403497254696
2026-05-05,495.55344255153847
2026-05-06,1393.8987661207916
2026-05-07,1703.8656526040838
2026-05-08,912.294435168925
2026-05-09,152.43423128626915
2026-05-10,1106.6031569013628
2026-05-11,672.514444366129
2026-05-12,957.0399448060156
2026-05-13,793.410888096915
2026-05-14,629.7818313878145
2026-05-15,1557.8460391444826
2026-05-16,790.1265535577182
2026-05-17,1079.0113445045586
2026-05-18,1274.967005499694
2026-05-19,1568.5462587462573
2026-05-20,1516.9728557382566
2026-05-21,1405.6393688386167
2026-05-22,1012.7704506969247
2026-05-23,619.9015325552327
2026-05-24,1504.036733993011
2026-05-25,1070.2615979044208
2026-05-26,595.7950958750243
2026-05-27,121.32859384562796
2026-05-28,665.9151416037282
2026-05-29,767.9075895979191
2026-05-30,1462.2119755909785
2026-05-31,1622.455004611921
2026-06-01,1383.8843640221278
2026-06-02,1237.3542806680257
2026-06-03,1502.9583726105095
2026-06-04,206.48947801132977
2026-06-05,1427.056210074305
2026-06-06,214.13516004338624
2026-06-07,324.8311103090904
2026-06-08,1336.0743079801452
2026-06-09,526.8633975421858
2026-06-10,1030.7712384506576
2026-06-11,122.82759173648998
2026-06-12,222.27661557533585
2026-06-13,333.5375204835462
2026-06-14,680.4004523927448
2026-06-15,1080.314480655562
2026-06-16,453.104446355578
2026-06-17,1669.9314900108943
2026-06-18,538.1644357192683
2026-06-19,1280.357160511431
2026-06-20,1391.7334326582695
2026-06-21,1796.0032924874192
2026-06-22,1438.775237465813
2026-06-23,715.3677182746999
2026-06-24,667.7112015719032
2026-06-25,1363.4724053086356
2026-06-26,647.7893926340348
2026-06-27,745.9484486004883
2026-06-28,1278.6902997588545
2026-06-29,774.6933906355079
2026-06-30,302.89732024944226
2026-07-01,1070.746218421802
2026-07-02,410.624454752625
2026-07-03,896.7100704739854
2026-07-04,1694.8178529458385
2026-07-05,854.789189362844
2026-07-06,1175.0355899909532
2026-07-07,585.8928993858779
2026-07-08,1134.6998440891923
2026-07-09,1265.0614012237709
2026-07-10,1494.814650997299
2026-07-11,631.4108406891845
2026-07-12,577.4748228933388
2026-07-13,605.55104181816
2026-07-14,861.0150139415875
2026-07-15,1102.0548129582237
2026-07-16,1604.3511782775242
2026-07-17,1797.2873614635523
2026-07-18,735.642336730757
2026-07-19,271.0667300603833
2026-07-20,1496.8081210879116
2026-07-21,987.523064176872
2026-07-22,1344.8971367557642
2026-07-23,1180.6363984424454
2026-07-24,1205.2306440294851
2026-07-25,1619.678028160497
2026-07-26,1004.9111571481887
2026-07-27,431.9191123873641
2026-07-28,309.050528470126
2026-07-29,1756.8647253468966
2026-07-30,490.7951058954289
2026-07-31,484.8285273121726
2026-08-01,1226.740747455173
2026-08-02,912.2383676539664
2026-08-03,1312.8230813270172
2026-08-04,1131.307358405083
2026-08-05,949.7916354831486
2026-08-06,315.3763907266914
2026-08-07,1607.2772629497028
2026-08-08,456.4018247133
2026-08-09,832.0376555045107
2026-08-10,1650.8554595552728
2026-08-11,1696.300974449708
2026-08-12,1083.5677531921926
2026-08-13,1568.4156192349683
2026-08-14,1262.0134813535656
2026-08-15,915.2567464679826
2026-08-16,853.4934756271084
2026-08-17,303.9065442677545
2026-08-18,850.9870976820254
2026-08-19,837.9696735932997
2026-08-20,902.555741461126
2026-08-21,616.5933151868745
2026-08-22,1611.9939432709464
2026-08-23,116.33416929558366
2026-08-24,261.6284979238262
2026-08-25,1238.6208060577164
2026-08-26,793.8101863185843
2026-08-27,1537.1752082239525
2026-08-28,629.9871895821142
2026-08-29,1555.324957303524
2026-08-30,157.3543207247657
2026-08-31,1786.781327495696
2026-09-01,1742.3225897921366
